T00|T01|T02|T03|T04|doc_id
0.6187520427872866|0.15475628884961357|0.004272948248848018|0.2180525507481601|0.0041661693660916994|236
0.23640565276602413|0.16486509615290876|0.028178860945929095|0.3883182568321023|0.18223213330303578|237
0.0042489805226724785|0.0041627588690156155|0.0041021979549990045|0.9076447504254938|0.07984131222781908|238
0.25537655216030625|0.45670082121648714|0.27526725308121913|0.006361982871014463|0.006293390670972938|239
0.3280784067078587|0.4025288432893671|0.25608682014651357|0.006620327447157827|0.0066856024091026915|240
0.9187177594019303|0.020244538790057248|0.020067008115812773|0.020619428185984452|0.020351265506215084|241
0.011277169926533076|0.011244516081722052|0.01116735608067075|0.8440922276963693|0.12221873021470481|242
0.5668157531740066|0.11331623711140135|0.2469356755611257|0.06938418497566123|0.003548149177805143|243
0.004318648650187272|0.6218788983201491|0.3653274462444052|0.004247851379278814|0.0042271554059795866|244
0.8372277465979133|0.0401220258705293|0.040325664451339234|0.04000054641033933|0.04232401666987892|245
0.7821654240388446|0.010135862762242319|0.010035796431412383|0.1873522645836688|0.01031065218383207|246
0.9881795513303151|0.0029773415629991903|0.0029388199464141784|0.0029517972926651516|0.0029524898676064784|247
0.3877709581680501|0.0040306655662738725|0.2685936364920588|0.0040044346864977695|0.3356003050871196|248
0.0031398038394154456|0.2819706045481078|0.003147460723854401|0.0031190918867796237|0.7086230390018426|249
0.8078468192452003|0.0983656362309344|0.004890942840293406|0.0048673704252097175|0.08402923125836208|250
0.9779985474065003|0.016527472078063012|0.0018277843893325454|0.0018378168771338956|0.0018083792489701675|251
0.3692750868621611|0.620226382064919|0.0035150489039430448|0.0034910437765485647|0.003492438392428302|252
0.3408401797374892|0.3318964745361692|0.0017620771079878807|0.3237019952837916|0.0017992733345620878|253
0.8894192371983946|0.010106489284760213|0.010108218617211239|0.01008322789727186|0.08028282700236211|254
0.7929680740686982|0.003775945782118571|0.03229897017112338|0.0037163219071127624|0.16724068807094708|255
0.040707874321039214|0.04029580807726644|0.04009363553513039|0.04028541078468491|0.838617271281879|256
0.3390066465046783|0.638277832993685|0.007533868553072835|0.00764994410574894|0.007531707842814908|257
0.923786609930136|0.012179459398241102|0.014346873823940455|0.04892656128257255|0.000760495565110011|258
0.9854068115001662|0.003612268631630678|0.003606579476002571|0.003706719112926928|0.003667621279273622|259
0.6955604275661367|0.27073070032808216|0.011213767696161484|0.011217366674446134|0.011277737735173448|260
0.9518902450211687|0.004628022198076441|0.004580141862700929|0.004600640105725114|0.03430095081232886|261
0.10066424125364735|0.10189685961747169|0.10003523130108843|0.5954001201880004|0.10200354763979216|262
0.01188332154433701|0.11059844890246229|0.011905507756451154|0.012241229175585367|0.8533714926211643|263
0.5026850110392113|0.17054123598009138|0.30625774200569444|0.010179733882148786|0.010336277092854108|264
0.8653503441118416|0.033581709640044796|0.03359362813089461|0.03398138957676191|0.03349292854045694|265
0.1464470493200062|0.007535743327337717|0.12763030872236455|0.09519170789234091|0.6231951907379507|266
0.7468070576494877|0.011425352075746017|0.21902377533484288|0.011503022544804531|0.011240792395118602|267
0.7303269253502592|0.0204998043517535|0.20835733752968685|0.020334184834462123|0.02048174793383836|268
0.174091908161866|0.24815777794954466|0.3046439707790879|0.006004856101396474|0.26710148700810504|269
0.4914050376189513|0.17886100696373697|0.2702403381557364|0.05812940978278363|0.0013642074787916308|270
0.14093996874708822|0.006352934621558541|0.006321424923612581|0.006356161871465799|0.8400295098362749|271
0.6821852980853457|0.02526316805864194|0.2424315176158285|0.025019559027245637|0.025100457212938212|272
0.20960482470778802|0.049394938995490946|0.0050504571285915545|0.48220592682568114|0.2537438523424483|273
0.3360981734284963|0.02256234556113776|0.0222301182121548|0.022496105164635235|0.5966132576335759|274
0.4996868125050137|0.3399268543985269|0.004801617712921045|0.0047363311513808895|0.15084838423215738|275
0.6174251300525895|0.0011884477316354012|0.0011848590702469293|0.14230705421815473|0.2378945089273734|276
0.9217535863239549|0.000969152950635485|0.0009746387089485632|0.06488084624130826|0.011421775775152774|277
0.007748875790471874|0.007754587542101836|0.007726497519542374|0.007757017881076417|0.9690130212668076|278
0.30061879541021896|0.00520939915441499|0.00515412120916274|0.00519083522567175|0.6838268490005316|279
0.4177697426259338|0.015905807348699088|0.5353154880122087|0.015476768942546968|0.015532193070611443|280
0.6521046015634978|0.0876133994578371|0.20737579419961494|0.0019379599097252929|0.05096824486932498|281
0.9855829622308678|0.0035930583886431087|0.0036175024321348634|0.003603051438189773|0.003603425510164343|282
0.9630432902116627|0.009169795582821246|0.009177015160300412|0.009399671778087178|0.009210227267128496|283
