term_str|n|max_pos|max_pos_group|p|i|df|dfidf|porter_stem|stop|sentiment
reflux|11|NN|NOUN|1.2678025409068016e-05|16.2673104099041|11|178.94041450894508|reflux|False|-1.0
reform|23|NN|NOUN|2.650859858259676e-05|15.20318007248438|17|258.4540612322345|reform|False|1.0
refreshing|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|refresh|False|1.0
refusal|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|refus|False|-1.0
refuse|9|NN|VERB|1.0372929880146558e-05|16.556817027099083|9|149.01135324389173|refus|False|-1.0
refused|7|VBD|VERB|8.0678343512251e-06|16.91938710648379|7|118.43570974538652|refus|False|-1.0
regent|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|regent|False|1.0
regression|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|4|65.61925573461613|regress|False|-1.0
regret|3|NNP|NOUN|3.457643293382186e-06|18.14177952782024|1|18.14177952782024|regret|False|-1.0
regulate|34|VB|VERB|3.9186623991664777e-05|14.639279187291054|27|395.2605380568585|regul|False|1.0
regulatory|23|JJ|ADJ|2.650859858259676e-05|15.20318007248438|19|288.86042137720324|regulatori|False|-1.0
rehabilitation|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|rehabilit|False|1.0
reimburse|4|VB|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|reimburs|False|1.0
reimbursement|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|reimburs|False|1.0
reinforcement|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|4|68.56711811128095|reinforc|False|1.0
reject|10|VB|VERB|1.1525477644607286e-05|16.404813933654033|9|147.6433254028863|reject|False|-1.0
rejected|5|VBD|VERB|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|reject|False|-1.0
rejects|3|VBZ|VERB|3.457643293382186e-06|18.14177952782024|2|36.28355905564048|reject|False|-1.0
rejuvenate|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|rejuven|False|1.0
relapse|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|relaps|False|-1.0
relaxation|13|NN|NOUN|1.4983120937989471e-05|16.0263023104003|9|144.2367207936027|relax|False|1.0
relevant|48|JJ|ADJ|5.5322292694114974e-05|14.14177952782024|39|551.5294015849893|relev|False|1.0
reliability|16|NN|NOUN|1.8440764231371657e-05|15.726742028541397|15|235.9011304281209|reliabl|False|1.0
reliable|80|JJ|ADJ|9.220382115685827e-05|13.404813933654031|66|884.7177196211661|reliabl|False|1.0
reliance|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|relianc|False|1.0
relief|29|NN|NOUN|3.342388516936113e-05|14.868761033413822|25|371.7190258353456|relief|False|1.0
reluctant|5|JJ|ADJ|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|reluct|False|-1.0
remains|34|VBZ|VERB|3.9186623991664777e-05|14.639279187291054|34|497.7354923678959|remain|False|0.0
remake|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|remak|False|1.0
remarkable|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|remark|False|1.0
remedy|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|remedi|False|1.0
remodel|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|3|52.2144418009621|remodel|False|1.0
removal|12|NN|NOUN|1.3830573173528744e-05|16.141779527820237|12|193.7013543338429|remov|False|-1.0
remove|67|VB|VERB|7.722070021886882e-05|13.66065283808362|56|764.9965589326828|remov|False|-1.0
renaissance|5|NNP|NOUN|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|renaiss|False|1.0
render|5|VB|VERB|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|render|False|1.0
renewal|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|renew|False|1.0
renounce|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|renounc|False|-1.0
renovation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|renov|False|1.0
renowned|2|VBN|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|renown|False|1.0
reorganize|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|reorgan|False|1.0
reparation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|repar|False|1.0
repay|12|VB|VERB|1.3830573173528744e-05|16.141779527820237|12|193.7013543338429|repay|False|1.0
repellent|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|repel|False|-1.0
replenish|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|replenish|False|1.0
reporter|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|report|False|1.0
represented|30|VBN|VERB|3.457643293382186e-05|14.819851432932875|28|414.9558401221205|repres|False|1.0
repression|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|repress|False|-1.0
reproductive|25|JJ|ADJ|2.881369411151821e-05|15.08288583876667|16|241.3261734202667|reproduct|False|1.0
republic|25|NNP|NOUN|2.881369411151821e-05|15.08288583876667|11|165.91174422643337|republ|False|-1.0
repulsion|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|repuls|False|-1.0
reputable|12|JJ|ADJ|1.3830573173528744e-05|16.141779527820237|11|177.5595748060226|reput|False|1.0
rescue|7|NN|NOUN|8.0678343512251e-06|16.91938710648379|5|84.59693553241894|rescu|False|1.0
resent|3|VBP|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|resent|False|-1.0
resentment|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|resent|False|-1.0
reserve|23|NN|NOUN|2.650859858259676e-05|15.20318007248438|19|288.86042137720324|reserv|False|1.0
resident|24|NN|NOUN|2.7661146347057487e-05|15.14177952782024|12|181.7013543338429|resid|False|1.0
resign|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|resign|False|-1.0
resignation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|resign|False|-1.0
resigned|3|VBD|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|resign|False|-1.0
resilient|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|resili|False|1.0
resist|6|VB|VERB|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|resist|False|-1.0
resistance|59|NN|NOUN|6.8000318103183e-05|13.844098979179552|32|443.0111673337457|resist|False|-1.0
resistant|14|JJ|ADJ|1.61356687024502e-05|15.91938710648379|14|222.87141949077304|resist|False|-1.0
resources|145|NNS|NOUN|0.0001671194258468|12.54683293852646|117|1467.9794538075955|resourc|False|1.0
respect|55|NN|NOUN|6.339012704534008e-05|13.945382315016737|49|683.32373343582|respect|False|1.0
respectful|18|JJ|ADJ|2.074585976029312e-05|15.55681702709908|17|264.4658894606844|respect|False|1.0
respecting|5|VBG|VERB|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|respect|False|1.0
respects|2|NNS|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|respect|False|1.0
responsible|118|JJ|ADJ|0.0001360006362063|12.844098979179552|97|1245.877600980417|respons|False|1.0
responsive|8|JJ|ADJ|9.220382115685828e-06|16.726742028541395|7|117.08719419978976|respons|False|1.0
rest|135|NN|NOUN|0.0001555939482021|12.649926431490565|123|1555.9409510733392|rest|False|1.0
restful|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|rest|False|1.0
restoring|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|restor|False|1.0
restrain|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|restrain|False|-1.0
restrict|6|VB|VERB|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|restrict|False|-1.0
restriction|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|restrict|False|-1.0
restrictive|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|2|36.28355905564048|restrict|False|-1.0
retaliation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|retali|False|-1.0
retention|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|retent|False|1.0
retirement|148|NN|NOUN|0.0001705770691401|12.517288662912444|81|1013.900381695908|retir|False|0.0
revenge|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|reveng|False|-1.0
reversal|13|NN|NOUN|1.4983120937989471e-05|16.0263023104003|4|64.1052092416012|revers|False|-1.0
revise|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|revis|False|1.0
revival|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|reviv|False|1.0
revive|2|VB|VERB|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|reviv|False|0.0
revolting|1|VBG|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|revolt|False|-1.0
revolution|17|NN|NOUN|1.9593311995832388e-05|15.639279187291054|12|187.67135024749263|revolut|False|0.0
revolutionary|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|revolutionari|False|1.0
reward|31|NN|NOUN|3.5728980698282586e-05|14.772545718154518|19|280.67836864493586|reward|False|1.0
rhythm|28|NN|NOUN|3.22713374049004e-05|14.91938710648379|19|283.468355023192|rhythm|False|1.0
ribbon|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|ribbon|False|1.0
richness|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|rich|False|1.0
rider|1|NNP|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|rider|False|1.0
ridiculous|6|JJ|ADJ|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|ridicul|False|-1.0
rife|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|rife|False|-1.0
rifle|2|NNP|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|rifl|False|-1.0
rift|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|2|34.809627867308066|rift|False|-1.0
rightful|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|right|False|1.0
rightly|1|RB|ADV|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|rightli|False|1.0
rigid|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|rigid|False|-1.0
rigor|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|3|49.67045108129725|rigor|False|-1.0
rigorous|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|rigor|False|-1.0
riot|8|NNP|NOUN|9.220382115685828e-06|16.726742028541395|3|50.18022608562418|riot|False|-1.0
ripe|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|ripe|False|1.0
ripen|1|VBP|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|ripen|False|1.0
rising|44|VBG|VERB|5.071210163627206e-05|14.267310409904097|38|542.1577955763556|rise|False|1.0
risk|505|NN|NOUN|0.0005820366210526|10.746602450902238|293|3148.7545181143555|risk|False|-1.0
risky|54|JJ|ADJ|6.223757928087935e-05|13.971854526377925|52|726.536435371652|riski|False|-1.0
rivalry|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|rivalri|False|-1.0
rob|4|NNP|NOUN|4.610191057842914e-06|17.726742028541395|2|35.45348405708279|rob|False|-1.0
robbery|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|robberi|False|-1.0
robust|5|JJ|ADJ|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|robust|False|1.0
rock|71|NN|NOUN|8.183089127671173e-05|13.576994909036712|39|529.5028014524318|rock|False|1.0
rod|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|9|147.6433254028863|rod|False|1.0
rogue|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|4|66.22726810839633|rogu|False|-1.0
romance|2|NNP|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|romanc|False|1.0
romantic|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|romant|False|1.0
rooted|4|VBN|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|root|False|1.0
rot|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|rot|False|-1.0
rotting|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|rot|False|-1.0
roughness|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|rough|False|-1.0
routine|17|NN|NOUN|1.9593311995832388e-05|15.639279187291054|17|265.867746183948|routin|False|1.0
row|15|NN|NOUN|1.728821646691093e-05|15.819851432932875|10|158.19851432932876|row|False|-1.0
royalty|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|royalti|False|1.0
ruin|4|VB|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|ruin|False|-1.0
ruined|4|VBN|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|ruin|False|-1.0
rumor|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|3|52.2144418009621|rumor|False|-1.0
runaway|2|RB|ADV|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|runaway|False|-1.0
rupture|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|ruptur|False|-1.0
rust|8|NN|NOUN|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|rust|False|-1.0
rusty|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|rusti|False|-1.0
ruthless|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|ruthless|False|-1.0
sabotage|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sabotag|False|-1.0
sacrifices|1|NNS|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sacrific|False|-1.0
sadly|3|RB|ADV|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|sadli|False|-1.0
sadness|8|NN|NOUN|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|sad|False|-1.0
safe|222|JJ|ADJ|0.0002558656037102|11.932326162191288|187|2231.344992329771|safe|False|1.0
safeguard|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|safeguard|False|1.0
sag|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sag|False|-1.0
saint|4|NNP|NOUN|4.610191057842914e-06|17.726742028541395|2|35.45348405708279|saint|False|1.0
salary|28|JJ|ADJ|3.22713374049004e-05|14.91938710648379|20|298.38774212967576|salari|False|1.0
salient|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|salient|False|1.0
sanitary|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sanitari|False|1.0
sap|11|NNP|NOUN|1.2678025409068016e-05|16.2673104099041|3|48.801931229712295|sap|False|-1.0
satanic|9|NNP|NOUN|1.0372929880146558e-05|16.556817027099083|3|49.67045108129725|satan|False|-1.0
satisfied|6|VBN|VERB|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|satisfi|False|1.0
saturated|6|VBN|VERB|6.915286586764372e-06|17.141779527820237|3|51.42533858346072|satur|False|-1.0
savage|1|NNP|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|savag|False|-1.0
save|155|VB|VERB|0.0001786449034914|12.450617623267156|120|1494.0741147920587|save|False|1.0
savings|165|NNS|NOUN|0.000190170381136|12.36041981429558|89|1100.0773634723066|save|False|1.0
savory|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|2|36.28355905564048|savori|False|1.0
savvy|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|savvi|False|1.0
scab|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scab|False|-1.0
scaffold|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scaffold|False|-1.0
scalpel|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scalpel|False|-1.0
scaly|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scali|False|-1.0
scandal|19|NN|NOUN|2.1898407524753844e-05|15.478814515097808|14|216.7034032113693|scandal|False|-1.0
scar|7|NN|NOUN|8.0678343512251e-06|16.91938710648379|6|101.51632263890274|scar|False|-1.0
scarce|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|scarc|False|-1.0
scarcity|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|scarciti|False|-1.0
scare|11|VB|VERB|1.2678025409068016e-05|16.2673104099041|11|178.94041450894508|scare|False|-1.0
scavenger|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scaveng|False|-1.0
scheme|11|NN|NOUN|1.2678025409068016e-05|16.2673104099041|11|178.94041450894508|scheme|False|-1.0
schizophrenia|8|NN|NOUN|9.220382115685828e-06|16.726742028541395|3|50.18022608562418|schizophrenia|False|-1.0
scholarship|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|scholarship|False|1.0
sciatica|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sciatica|False|-1.0
scientific|79|JJ|ADJ|9.105127339239755e-05|13.42296128036429|54|724.8399091396717|scientif|False|1.0
scientist|21|NN|NOUN|2.4203503053675303e-05|15.334424605762631|16|245.35079369220213|scientist|False|1.0
scolding|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scold|False|-1.0
score|143|NN|NOUN|0.0001648143303178|12.566870691763004|60|754.0122415057803|score|False|1.0
scourge|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|scourg|False|-1.0
screaming|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|scream|False|-1.0
screech|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|screech|False|-1.0
screwed|6|VBN|VERB|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|screw|False|-1.0
script|11|NN|NOUN|1.2678025409068016e-05|16.2673104099041|8|130.1384832792328|script|False|1.0
scrub|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|scrub|False|-1.0
scrutiny|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|scrutini|False|-1.0
sculpture|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sculptur|False|1.0
sea|41|NN|NOUN|4.725445834288987e-05|14.369190023923313|21|301.75299050238954|sea|False|1.0
seal|8|NN|NOUN|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|seal|False|1.0
seasoned|1|VBN|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|season|False|1.0
secondhand|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|secondhand|False|-1.0
secretion|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|secret|False|-1.0
secretive|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|secret|False|-1.0
sectarian|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sectarian|False|-1.0
segregated|2|VBN|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|segreg|False|-1.0
seize|5|VB|VERB|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|seiz|False|-1.0
selfish|6|JJ|ADJ|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|selfish|False|-1.0
selfishness|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|selfish|False|-1.0
sensational|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|sensat|False|1.0
sense|306|NN|NOUN|0.0003526796159249|11.469354185848742|276|3165.5417552942527|sens|False|1.0
sentence|40|NN|NOUN|4.610191057842914e-05|14.404813933654031|24|345.71553440769674|sentenc|False|-1.0
separatist|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|separatist|False|-1.0
sepsis|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sepsi|False|-1.0
septic|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|septic|False|-1.0
serum|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|serum|False|1.0
serve|34|VB|VERB|3.9186623991664777e-05|14.639279187291054|30|439.1783756187316|serv|False|-1.0
setback|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|setback|False|-1.0
sever|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|sever|False|-1.0
sex|138|NN|NOUN|0.0001590515914955|12.618217571763225|65|820.1841421646096|sex|False|1.0
shady|8|JJ|ADJ|9.220382115685828e-06|16.726742028541395|6|100.36045217124835|shadi|False|-1.0
shaking|8|VBG|VERB|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|shake|False|-1.0
shaky|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|shaki|False|-1.0
shame|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|shame|False|-1.0
shameful|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|shame|False|-1.0
shanghai|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|shanghai|False|-1.0
shape|141|NN|NOUN|0.0001625092347889|12.5871906761426|108|1359.416593023401|shape|False|1.0
share|261|NN|NOUN|0.0003008149665242|11.69883603197151|177|2070.693977658957|share|False|1.0
shark|12|NN|NOUN|1.3830573173528744e-05|16.141779527820237|5|80.70889763910118|shark|False|-1.0
shed|6|VB|VERB|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|shed|False|-1.0
shell|34|NN|NOUN|3.9186623991664777e-05|14.639279187291054|16|234.2284669966569|shell|False|-1.0
shelter|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|8|132.45453621679266|shelter|False|1.0
shine|8|VB|VERB|9.220382115685828e-06|16.726742028541395|6|100.36045217124835|shine|False|1.0
shining|4|VBG|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|shine|False|1.0
shit|25|NN|NOUN|2.881369411151821e-05|15.08288583876667|23|346.9063742916334|shit|False|-1.0
shiver|5|VB|VERB|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|shiver|False|-1.0
shock|34|NN|NOUN|3.9186623991664777e-05|14.639279187291054|20|292.7855837458211|shock|False|-1.0
shoot|14|VB|VERB|1.61356687024502e-05|15.91938710648379|14|222.87141949077304|shoot|False|-1.0
shooting|19|NN|NOUN|2.1898407524753844e-05|15.478814515097808|14|216.7034032113693|shoot|False|-1.0
shoplifting|1|VBG|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|shoplift|False|-1.0
shopping|30|NN|NOUN|3.457643293382186e-05|14.819851432932875|20|296.3970286586575|shop|False|1.0
shortage|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|shortag|False|-1.0
shot|28|NN|NOUN|3.22713374049004e-05|14.91938710648379|20|298.38774212967576|shot|False|-1.0
shoulder|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|7|115.89771918969358|shoulder|False|1.0
shove|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|shove|False|-1.0
showy|1|VBN|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|showi|False|-1.0
shrink|16|VB|VERB|1.8440764231371657e-05|15.726742028541397|15|235.9011304281209|shrink|False|-1.0
sick|80|JJ|ADJ|9.220382115685827e-05|13.404813933654031|53|710.4551384836636|sick|False|-1.0
sickly|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sickli|False|-1.0
sickness|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|sick|False|-1.0
silk|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|silk|False|1.0
silly|13|RB|ADV|1.4983120937989471e-05|16.0263023104003|13|208.34193003520392|silli|False|-1.0
simplify|6|VB|VERB|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|simplifi|False|1.0
sin|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|sin|False|-1.0
sincere|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|sincer|False|1.0
sinful|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|sin|False|-1.0
sing|12|VBG|VERB|1.3830573173528744e-05|16.141779527820237|7|112.99245669474166|sing|False|1.0
sinister|1|RB|ADV|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sinist|False|-1.0
sir|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sir|False|1.0
skeptical|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|skeptic|False|-1.0
skilled|18|JJ|VERB|2.074585976029312e-05|15.55681702709908|15|233.35225540648625|skill|False|1.0
skip|8|VB|VERB|9.220382115685828e-06|16.726742028541395|7|117.08719419978976|skip|False|-1.0
sky|55|NN|NOUN|6.339012704534008e-05|13.945382315016737|32|446.2522340805355|sky|False|1.0
slam|3|VBP|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|slam|False|-1.0
slander|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|slander|False|-1.0
slap|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|slap|False|-1.0
slate|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|slate|False|1.0
slaughter|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|slaughter|False|-1.0
slaughterhouse|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|slaughterhous|False|-1.0
slaughtering|1|VBG|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|slaughter|False|-1.0
slave|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|1|18.14177952782024|slave|False|-1.0
slavery|22|NN|NOUN|2.535605081813603e-05|15.267310409904097|12|183.20772491884915|slaveri|False|-1.0
sleek|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sleek|False|1.0
sleet|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|sleet|False|-1.0
slender|2|JJR|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|slender|False|1.0
slim|4|NNP|NOUN|4.610191057842914e-06|17.726742028541395|2|35.45348405708279|slim|False|1.0
slimy|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|slimi|False|-1.0
slip|4|NN|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|slip|False|-1.0
sloppy|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|sloppi|False|-1.0
slouch|2|VBP|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|slouch|False|-1.0
